i,Date,Open,High,Low,Close,Volume,n,vw
22999,2023-04-17 11:00:00+00:00,166.0,166.0,165.94,165.94,527,36,165.9774
23000,2023-04-17 11:30:00+00:00,166.16,166.16,166.16,166.16,850,33,166.189188
23001,2023-04-17 12:15:00+00:00,166.15,166.15,166.15,166.15,436,13,166.132523
23002,2023-04-17 12:30:00+00:00,165.93,165.93,165.81,165.83,2816,64,165.853647
23003,2023-04-17 13:00:00+00:00,165.83,165.96,165.83,165.96,301,11,165.893787
23004,2023-04-17 13:15:00+00:00,165.84,165.84,165.6,165.74,1545,62,165.641554
23005,2023-04-17 13:30:00+00:00,165.735,166.24,165.21,165.73,352561,5384,165.856509
23006,2023-04-17 13:45:00+00:00,165.75,165.77,165.15,165.3,205791,5809,165.371118
23007,2023-04-17 14:00:00+00:00,165.32,165.67,165.11,165.585,217862,6593,165.342805
23008,2023-04-17 14:15:00+00:00,165.57,165.94,165.54,165.87,167015,5235,165.707734
23009,2023-04-17 14:30:00+00:00,165.86,166.085,165.74,165.94,231244,3864,165.904389
23010,2023-04-17 14:45:00+00:00,165.93,165.99,165.66,165.72,203704,3201,165.867103
23011,2023-04-17 15:00:00+00:00,165.72,165.97,165.7127,165.735,122962,2208,165.852522
23012,2023-04-17 15:15:00+00:00,165.735,165.735,165.42,165.62,160626,2780,165.530886
23013,2023-04-17 15:30:00+00:00,165.61,165.625,165.02,165.09,199189,3415,165.260249
23014,2023-04-17 15:45:00+00:00,165.09,165.53,164.99,165.48,181526,2732,165.284671
23015,2023-04-17 16:00:00+00:00,165.48,165.6,165.4081,165.445,132185,2206,165.496791
23016,2023-04-17 16:15:00+00:00,165.45,165.5608,165.18,165.37,229925,2761,165.343695
23017,2023-04-17 16:30:00+00:00,165.36,165.36,165.16,165.3,102502,1956,165.273146
23018,2023-04-17 16:45:00+00:00,165.31,165.42,165.16,165.195,102182,1926,165.266523
23019,2023-04-17 17:00:00+00:00,165.195,165.2,165.08,165.16,141364,2248,165.132136
23020,2023-04-17 17:15:00+00:00,165.165,165.27,165.1,165.27,104022,1990,165.173626
23021,2023-04-17 17:30:00+00:00,165.26,165.42,165.245,165.2687,118134,2254,165.309375
23022,2023-04-17 17:45:00+00:00,165.26,165.35,165.1,165.17,262579,3942,165.198006
23023,2023-04-17 18:00:00+00:00,165.18,165.2,164.94,165.04,274183,3715,165.039987
23024,2023-04-17 18:15:00+00:00,165.05,165.15,165.01,165.055,142899,2410,165.074419
23025,2023-04-17 18:30:00+00:00,165.05,165.32,165.01,165.3,197512,2909,165.159045
23026,2023-04-17 18:45:00+00:00,165.3,165.59,165.29,165.5784,173248,2688,165.462771
23027,2023-04-17 19:00:00+00:00,165.58,165.68,165.43,165.436,159621,3061,165.571831
23028,2023-04-17 19:15:00+00:00,165.43,165.67,165.37,165.67,240162,3766,165.456463
23029,2023-04-17 19:30:00+00:00,165.665,165.8,165.6233,165.795,369929,6001,165.698893
23030,2023-04-17 19:45:00+00:00,165.79,165.83,165.5,165.67,1136201,13788,165.672145
23031,2023-04-17 20:00:00+00:00,165.67,165.96,165.67,165.67,2097135,84,165.670044
23032,2023-04-17 20:15:00+00:00,165.81,165.81,165.67,165.67,409,9,165.705794
23033,2023-04-17 20:30:00+00:00,165.79,165.82,165.67,165.67,546,13,165.801374
23034,2023-04-17 21:00:00+00:00,165.67,165.67,165.67,165.67,194,4,165.67
23035,2023-04-17 21:15:00+00:00,165.38,165.78,165.28,165.78,1796,28,165.339432
23036,2023-04-17 21:30:00+00:00,165.74,165.74,165.66,165.66,377,4,165.683899
23037,2023-04-17 21:45:00+00:00,165.66,165.66,165.57,165.57,348,3,165.621207
23038,2023-04-17 22:00:00+00:00,165.3,165.41,165.29,165.3,1294,13,165.331855
23039,2023-04-17 22:15:00+00:00,165.67,165.67,165.67,165.67,1400,2,165.67
23040,2023-04-17 22:45:00+00:00,165.63,165.65,165.6,165.63,1496,12,165.635936
23041,2023-04-17 23:00:00+00:00,165.41,165.41,165.41,165.41,300,6,165.418967
23042,2023-04-17 23:15:00+00:00,165.4,165.67,165.4,165.61,901,13,165.609312
23043,2023-04-17 23:30:00+00:00,165.59,165.61,165.55,165.55,518,10,165.591931
23044,2023-04-17 23:45:00+00:00,165.67,165.67,165.67,165.67,1338,12,165.669746
23045,2023-04-18 08:00:00+00:00,165.9,165.9,165.9,165.9,349,12,165.870515
23046,2023-04-18 08:15:00+00:00,166.07,166.07,166.07,166.07,138,9,166.064348
23047,2023-04-18 08:30:00+00:00,166.0,166.0,166.0,166.0,250,7,166.0
23048,2023-04-18 09:00:00+00:00,166.0,166.0,166.0,166.0,375,9,165.99528
23049,2023-04-18 09:45:00+00:00,165.91,165.91,165.91,165.91,100,1,165.91
23050,2023-04-18 10:00:00+00:00,166.09,166.09,166.09,166.09,417,12,166.070744
23051,2023-04-18 10:15:00+00:00,166.05,169.99,166.05,168.39,12881,357,168.275688
23052,2023-04-18 10:30:00+00:00,168.0,168.9,167.98,168.74,2773,90,168.268045
23053,2023-04-18 10:45:00+00:00,168.53,168.53,168.53,168.53,781,15,168.564289
23054,2023-04-18 11:00:00+00:00,168.8,169.0,167.56,168.6,19164,443,168.25503
23055,2023-04-18 11:15:00+00:00,168.36,168.36,167.8,168.1,3274,85,168.138409
23056,2023-04-18 11:30:00+00:00,168.2,168.5,166.3,167.0,26299,593,167.138229
23057,2023-04-18 11:45:00+00:00,167.0,167.65,167.0,167.65,17920,196,167.421503
23058,2023-04-18 12:00:00+00:00,168.29,169.0,165.67,166.5,31529,401,167.213405
23059,2023-04-18 12:15:00+00:00,166.82,168.25,166.5,168.25,16549,233,167.227795
23060,2023-04-18 12:30:00+00:00,168.0,168.35,167.65,167.77,8491,153,167.962465
23061,2023-04-18 12:45:00+00:00,167.8,167.8,165.3,166.45,34787,683,166.472507
23062,2023-04-18 13:00:00+00:00,166.44,167.0,165.26,165.3,29332,533,166.23037
23063,2023-04-18 13:15:00+00:00,165.26,166.0,164.07,164.3,70802,1504,165.060294
23064,2023-04-18 13:30:00+00:00,164.25,164.69,159.65,161.845,2955202,34856,161.457388
23065,2023-04-18 13:45:00+00:00,161.87,162.24,161.08,162.14,1002464,15883,161.631639
23066,2023-04-18 14:00:00+00:00,162.09,162.66,161.75,162.435,690856,12959,162.256792
23067,2023-04-18 14:15:00+00:00,162.4587,162.59,161.48,161.5932,890139,13546,161.870569
23068,2023-04-18 14:30:00+00:00,161.58,161.99,161.4,161.9001,415783,6882,161.666694
23069,2023-04-18 14:45:00+00:00,161.9,162.05,161.59,161.765,265295,4813,161.804733
23070,2023-04-18 15:00:00+00:00,161.765,161.9741,161.6,161.67,394811,5815,161.781789
23071,2023-04-18 15:15:00+00:00,161.675,161.72,160.96,161.36,570941,7119,161.301979
23072,2023-04-18 15:30:00+00:00,161.36,161.71,161.27,161.62,296073,5254,161.538277
23073,2023-04-18 15:45:00+00:00,161.59,161.6199,161.09,161.17,211579,4249,161.315407
23074,2023-04-18 16:00:00+00:00,161.17,161.29,160.91,160.92,359623,5642,161.09955
23075,2023-04-18 16:15:00+00:00,160.93,160.9599,160.73,160.895,307665,4807,160.838806
23076,2023-04-18 16:30:00+00:00,160.91,161.16,160.79,161.04,267784,4482,160.998364
23077,2023-04-18 16:45:00+00:00,161.04,161.31,161.0003,161.17,215933,3409,161.148397
23078,2023-04-18 17:00:00+00:00,161.16,161.4,160.97,161.15,307565,3359,161.149385
23079,2023-04-18 17:15:00+00:00,161.15,161.51,161.095,161.47,194315,3603,161.266719
23080,2023-04-18 17:30:00+00:00,161.465,161.84,161.44,161.7,224466,3488,161.649393
23081,2023-04-18 17:45:00+00:00,161.7,161.75,161.56,161.64,155130,2839,161.679466
23082,2023-04-18 18:00:00+00:00,161.65,161.66,161.51,161.59,150684,2715,161.583404
23083,2023-04-18 18:15:00+00:00,161.6,161.65,161.46,161.48,154590,2950,161.527782
23084,2023-04-18 18:30:00+00:00,161.49,161.6955,161.45,161.63,165598,3176,161.586534
23085,2023-04-18 18:45:00+00:00,161.62,161.86,161.4,161.86,365476,4537,161.646501
23086,2023-04-18 19:00:00+00:00,161.86,161.865,161.48,161.515,271134,4987,161.646489
23087,2023-04-18 19:15:00+00:00,161.515,161.53,161.27,161.38,329412,5306,161.409879
23088,2023-04-18 19:30:00+00:00,161.38,161.55,161.13,161.19,478351,7454,161.332671
23089,2023-04-18 19:45:00+00:00,161.18,161.33,160.88,160.99,1201473,15874,161.112232
23090,2023-04-18 20:00:00+00:00,161.01,161.01,160.7401,160.7401,1394531,229,161.008984
23091,2023-04-18 20:15:00+00:00,160.99,160.99,160.99,160.99,558,8,160.986864
23092,2023-04-18 20:30:00+00:00,160.98,160.98,160.8,160.8,3117,53,160.884819
23093,2023-04-18 20:45:00+00:00,160.8,161.02,160.8,161.01,2990,16,160.901873
23094,2023-04-18 21:00:00+00:00,161.01,161.01,160.99,161.0,608,8,160.998583
23095,2023-04-18 21:15:00+00:00,161.02,161.07,161.0,161.07,23475,18,161.011734
23096,2023-04-18 21:30:00+00:00,161.03,161.03,161.03,161.03,180,1,161.03
23097,2023-04-18 21:45:00+00:00,161.19,161.19,161.12,161.12,3896,28,161.181405
23098,2023-04-18 22:00:00+00:00,161.1,161.1,161.05,161.1,7256,105,161.095962
23099,2023-04-18 22:15:00+00:00,161.1,161.1,161.07,161.1,1506,43,161.062669
23100,2023-04-18 22:30:00+00:00,161.1,161.1,161.1,161.1,200,2,161.1
23101,2023-04-18 23:00:00+00:00,161.1,161.1,161.1,161.1,1013,11,161.099981
23102,2023-04-18 23:15:00+00:00,161.09,161.09,161.05,161.05,1028,31,161.088473
23103,2023-04-18 23:30:00+00:00,161.09,161.12,161.09,161.12,4197,24,161.116919
23104,2023-04-19 09:15:00+00:00,161.4,161.4,161.4,161.4,138,7,161.4
23105,2023-04-19 11:15:00+00:00,160.95,162.02,160.95,162.0,16772,365,161.875041
23106,2023-04-19 11:30:00+00:00,161.56,161.77,161.56,161.77,622,11,161.599759
23107,2023-04-19 11:45:00+00:00,161.58,161.58,161.58,161.58,103,2,161.58
23108,2023-04-19 12:00:00+00:00,161.95,162.0,160.9,161.22,15427,183,161.663994
23109,2023-04-19 12:30:00+00:00,161.3,161.58,161.01,161.01,10344,39,161.156217
23110,2023-04-19 12:45:00+00:00,161.59,161.63,161.49,161.55,3257,77,161.533227
23111,2023-04-19 13:00:00+00:00,161.6,162.0,161.51,161.8114,9314,189,161.785922
23112,2023-04-19 13:15:00+00:00,161.81,162.5,161.81,162.45,16750,331,162.199305
23113,2023-04-19 13:30:00+00:00,161.99,162.52,161.72,161.88,619232,7349,162.145095
23114,2023-04-19 13:45:00+00:00,161.91,162.325,161.17,162.17,438582,9368,161.662692
23115,2023-04-19 14:00:00+00:00,162.195,162.52,161.96,162.38,293799,7195,162.259042
23116,2023-04-19 14:15:00+00:00,162.38,162.68,162.35,162.645,287771,5351,162.513054
23117,2023-04-19 14:30:00+00:00,162.66,162.66,162.18,162.29,229905,3680,162.385432
23118,2023-04-19 14:45:00+00:00,162.27,162.41,162.03,162.1,220173,3358,162.228695
23119,2023-04-19 15:00:00+00:00,162.1,162.325,161.96,162.15,203752,2829,162.160477
23120,2023-04-19 15:15:00+00:00,162.14,162.36,162.0968,162.13,163129,2701,162.198613
23121,2023-04-19 15:30:00+00:00,162.13,162.34,161.93,162.24,224091,3005,162.108962
23122,2023-04-19 15:45:00+00:00,162.23,162.43,162.22,162.41,113824,1936,162.342435
23123,2023-04-19 16:00:00+00:00,162.42,162.52,162.0,162.035,133789,2270,162.180626
23124,2023-04-19 16:15:00+00:00,162.03,162.08,161.94,162.03,146245,2652,162.010897
23125,2023-04-19 16:30:00+00:00,162.04,162.08,161.85,161.92,107506,1957,161.985855
23126,2023-04-19 16:45:00+00:00,161.9162,162.05,161.86,161.97,128827,2238,161.95618
23127,2023-04-19 17:00:00+00:00,161.99,162.02,161.89,161.89,111131,1976,161.96112
23128,2023-04-19 17:15:00+00:00,161.8918,161.955,161.83,161.87,114904,1936,161.889056
23129,2023-04-19 17:30:00+00:00,161.88,161.947,161.84,161.88,95697,1834,161.892168
23130,2023-04-19 17:45:00+00:00,161.88,162.0561,161.86,161.99,84606,1906,161.976013
23131,2023-04-19 18:00:00+00:00,162.0,162.12,161.98,162.07,108726,1854,162.042504
23132,2023-04-19 18:15:00+00:00,162.07,162.16,161.955,162.12,125376,2135,162.061014
23133,2023-04-19 18:30:00+00:00,162.125,162.13,161.94,161.95,145410,2422,162.043555
23134,2023-04-19 18:45:00+00:00,161.95,162.0,161.885,161.95,206463,3174,161.925631
23135,2023-04-19 19:00:00+00:00,161.939,162.035,161.92,162.01,204365,3181,161.97901
23136,2023-04-19 19:15:00+00:00,162.02,162.26,162.01,162.19,216015,3400,162.133109
23137,2023-04-19 19:30:00+00:00,162.18,162.4968,162.15,162.395,304538,4774,162.336481
23138,2023-04-19 19:45:00+00:00,162.3801,162.58,162.21,162.57,658135,8820,162.38446
23139,2023-04-19 20:00:00+00:00,162.53,162.53,162.0,162.53,970114,77,162.529886
23140,2023-04-19 20:15:00+00:00,162.47,162.53,162.0,162.35,4112,42,162.475842
23141,2023-04-19 20:45:00+00:00,162.45,162.53,162.45,162.53,1793,6,162.522705
23142,2023-04-19 21:15:00+00:00,162.25,162.25,162.25,162.25,200,2,162.25025
23143,2023-04-19 22:00:00+00:00,162.37,162.37,162.37,162.37,136,1,162.37
23144,2023-04-19 22:30:00+00:00,162.53,162.53,162.53,162.53,1,1,162.37
23145,2023-04-19 22:45:00+00:00,162.25,162.37,162.25,162.37,1260,8,162.269984
23146,2023-04-19 23:00:00+00:00,162.36,162.36,162.36,162.36,200,2,162.36
23147,2023-04-19 23:15:00+00:00,162.37,162.46,162.37,162.46,2028,23,162.447136
23148,2023-04-19 23:45:00+00:00,162.01,162.5,162.01,162.5,1132,18,162.366555
23149,2023-04-20 11:15:00+00:00,162.4,162.5,162.4,162.4,610,11,162.452361
23150,2023-04-20 11:45:00+00:00,162.26,162.26,162.26,162.26,214,10,162.238131
23151,2023-04-20 12:00:00+00:00,162.0,162.0,162.0,162.0,579,37,162.037911
23152,2023-04-20 12:30:00+00:00,162.0,162.24,161.5001,161.5001,2831,54,161.867324
23153,2023-04-20 12:45:00+00:00,161.88,161.99,161.88,161.99,994,9,161.931932
23154,2023-04-20 13:15:00+00:00,162.04,162.49,162.04,162.49,1119,63,162.274888
23155,2023-04-20 13:30:00+00:00,162.43,162.53,161.72,162.255,467404,6162,162.186558
23156,2023-04-20 13:45:00+00:00,162.27,162.7,161.8501,161.87,260639,7188,162.291149
23157,2023-04-20 14:00:00+00:00,161.87,162.335,161.61,162.245,169543,5850,162.03442
23158,2023-04-20 14:15:00+00:00,162.2301,162.3599,161.95,161.9805,157919,3560,162.115405
23159,2023-04-20 14:30:00+00:00,161.98,162.22,161.919,162.06,140504,2543,162.073117
23160,2023-04-20 14:45:00+00:00,162.07,162.18,161.8025,161.94,122954,2390,161.97409
23161,2023-04-20 15:00:00+00:00,161.95,162.04,161.88,161.98,108319,2299,161.942099
23162,2023-04-20 15:15:00+00:00,161.98,162.1,161.885,161.9,131338,2491,161.964633
23163,2023-04-20 15:30:00+00:00,161.9005,161.98,161.795,161.84,140158,2548,161.85735
23164,2023-04-20 15:45:00+00:00,161.8426,161.99,161.74,161.84,117146,2139,161.852599
23165,2023-04-20 16:00:00+00:00,161.84,162.79,161.82,162.44,836981,7885,162.197955
23166,2023-04-20 16:15:00+00:00,162.45,162.51,160.96,162.24,1214743,14771,161.810094
23167,2023-04-20 16:30:00+00:00,162.24,163.27,162.14,163.2285,756605,8888,162.769132
23168,2023-04-20 16:45:00+00:00,163.26,163.26,162.5701,162.63,242980,3289,162.869948
23169,2023-04-20 17:00:00+00:00,162.65,162.69,161.82,162.19,269453,3597,162.185105
23170,2023-04-20 17:15:00+00:00,162.19,162.34,162.12,162.27,141425,2390,162.204022
23171,2023-04-20 17:30:00+00:00,162.28,162.48,162.28,162.44,112515,1992,162.411279
23172,2023-04-20 17:45:00+00:00,162.45,162.5599,162.41,162.48,79744,1841,162.491708
23173,2023-04-20 18:00:00+00:00,162.4743,162.845,162.43,162.8,156662,2536,162.572804
23174,2023-04-20 18:15:00+00:00,162.8,162.97,162.745,162.86,141588,2657,162.881437
23175,2023-04-20 18:30:00+00:00,162.85,162.87,162.53,162.6,167491,3118,162.65324
23176,2023-04-20 18:45:00+00:00,162.5901,162.78,162.58,162.64,121381,2378,162.675848
23177,2023-04-20 19:00:00+00:00,162.63,162.7127,162.5267,162.615,164599,2821,162.618014
23178,2023-04-20 19:15:00+00:00,162.61,162.875,162.57,162.7938,215122,3598,162.747812
23179,2023-04-20 19:30:00+00:00,162.81,163.28,162.81,163.245,403839,6192,163.062294
23180,2023-04-20 19:45:00+00:00,163.24,163.82,163.19,163.65,1018120,12573,163.521262
23181,2023-04-20 20:00:00+00:00,163.605,163.9,163.58,163.9,1588415,89,163.580522
23182,2023-04-20 20:15:00+00:00,163.58,163.58,163.58,163.58,5164,16,163.579843
23183,2023-04-20 20:45:00+00:00,163.58,163.89,163.58,163.58,1897,23,163.603
23184,2023-04-20 21:00:00+00:00,163.5,163.5,163.41,163.41,3183,63,163.463933
23185,2023-04-20 21:30:00+00:00,163.41,163.41,163.4,163.4,409,2,163.402689
23186,2023-04-20 22:00:00+00:00,163.2061,163.2061,163.2061,163.2061,115,3,163.243652
23187,2023-04-20 22:30:00+00:00,163.58,163.58,163.56,163.58,2725,13,163.585743
23188,2023-04-20 22:45:00+00:00,163.2,163.2,163.2,163.2,200,1,163.2
23189,2023-04-20 23:00:00+00:00,163.58,163.58,163.58,163.58,1,1,163.58
23190,2023-04-20 23:30:00+00:00,163.5,163.5,163.5,163.5,100,1,163.5
23191,2023-04-21 08:00:00+00:00,163.09,163.09,163.09,163.09,344,4,163.090872
23192,2023-04-21 11:00:00+00:00,163.72,164.0,163.72,164.0,2327,77,163.91994
23193,2023-04-21 11:30:00+00:00,164.12,164.12,164.12,164.12,100,1,164.12
23194,2023-04-21 12:00:00+00:00,164.04,164.4847,163.09,164.09,9649,131,164.026052
23195,2023-04-21 12:15:00+00:00,164.29,164.33,164.29,164.29,1415,31,164.320911
23196,2023-04-21 12:30:00+00:00,164.3,164.3,164.25,164.25,473,9,164.266959
23197,2023-04-21 12:45:00+00:00,164.25,164.25,164.25,164.25,639,5,164.253224
23198,2023-04-21 13:00:00+00:00,164.13,164.36,164.12,164.36,1277,29,164.187471
23199,2023-04-21 13:15:00+00:00,164.4,164.5,164.4,164.48,3979,24,164.478055
23200,2023-04-21 13:30:00+00:00,164.31,164.97,164.08,164.6465,751517,7318,164.545782
23201,2023-04-21 13:45:00+00:00,164.6,164.705,164.14,164.39,265246,6500,164.368733
23202,2023-04-21 14:00:00+00:00,164.405,164.4499,163.89,163.94,439423,6540,164.103108
23203,2023-04-21 14:15:00+00:00,163.93,164.11,163.4,163.495,376728,6442,163.721871
23204,2023-04-21 14:30:00+00:00,163.495,163.6,163.28,163.285,264131,5052,163.465787
23205,2023-04-21 14:45:00+00:00,163.29,163.33,162.87,162.94,233277,3483,163.165723
23206,2023-04-21 15:00:00+00:00,162.91,163.21,162.88,163.135,128902,2706,163.066254
23207,2023-04-21 15:15:00+00:00,163.14,163.2,162.73,162.79,200625,3464,163.016547
23208,2023-04-21 15:30:00+00:00,162.77,162.86,162.45,162.51,164322,3197,162.618119
23209,2023-04-21 15:45:00+00:00,162.52,162.7,162.33,162.69,129630,2622,162.460209
23210,2023-04-21 16:00:00+00:00,162.68,162.72,162.555,162.57,77801,1765,162.618004
23211,2023-04-21 16:15:00+00:00,162.58,162.71,162.3801,162.4562,140396,2285,162.558739
23212,2023-04-21 16:30:00+00:00,162.47,162.52,162.34,162.44,81079,1650,162.430107
23213,2023-04-21 16:45:00+00:00,162.43,162.54,162.34,162.41,80368,1848,162.430577
23214,2023-04-21 17:00:00+00:00,162.41,162.52,162.38,162.39,72291,1843,162.444498
23215,2023-04-21 17:15:00+00:00,162.39,162.46,162.231,162.3,98916,2118,162.351265
23216,2023-04-21 17:30:00+00:00,162.3,162.36,162.19,162.22,87941,1904,162.284643
23217,2023-04-21 17:45:00+00:00,162.22,162.4469,162.1838,162.38,88887,1781,162.355934
23218,2023-04-21 18:00:00+00:00,162.38,162.54,162.37,162.37,165204,2554,162.459232
23219,2023-04-21 18:15:00+00:00,162.39,162.39,161.97,162.1099,224645,3849,162.101294
23220,2023-04-21 18:30:00+00:00,162.1,162.26,162.04,162.21,113290,2122,162.152685
23221,2023-04-21 18:45:00+00:00,162.2,162.355,162.15,162.32,127819,2561,162.256137
23222,2023-04-21 19:00:00+00:00,162.31,162.43,162.265,162.33,133992,2445,162.365473
23223,2023-04-21 19:15:00+00:00,162.32,162.47,162.3,162.4471,137582,2522,162.391082
23224,2023-04-21 19:30:00+00:00,162.45,162.65,162.34,162.52,300413,4879,162.505737
23225,2023-04-21 19:45:00+00:00,162.5,162.74,162.38,162.68,686645,9050,162.528371
23226,2023-04-21 20:00:00+00:00,162.69,162.69,162.54,162.69,1270942,93,162.689883
23227,2023-04-21 20:30:00+00:00,162.45,162.45,162.45,162.45,1045,2,162.44999
23228,2023-04-21 20:45:00+00:00,162.5,163.02,162.5,162.69,2187,25,162.69027
23229,2023-04-21 21:30:00+00:00,162.49,162.49,162.48,162.48,517,5,162.483366
23230,2023-04-21 21:45:00+00:00,162.48,162.48,162.48,162.48,1750,2,162.48
23231,2023-04-21 22:30:00+00:00,162.69,162.86,162.69,162.86,106,2,162.862264
23232,2023-04-24 08:45:00+00:00,163.49,163.49,163.49,163.49,1037,12,163.448582
23233,2023-04-24 11:15:00+00:00,163.24,163.25,163.24,163.25,1214,17,163.245395
23234,2023-04-24 11:30:00+00:00,163.4,163.4,163.4,163.4,220,2,163.4
23235,2023-04-24 12:00:00+00:00,163.25,163.4,161.99,163.0,4623,116,163.195804
23236,2023-04-24 12:30:00+00:00,162.9,162.9,162.9,162.9,1361,2,162.9
23237,2023-04-24 12:45:00+00:00,162.9,162.9,162.75,162.75,1283,49,162.842221
23238,2023-04-24 13:00:00+00:00,162.75,162.75,162.6,162.65,1746,47,162.651655
23239,2023-04-24 13:15:00+00:00,162.41,162.62,162.41,162.62,2512,52,162.580677
23240,2023-04-24 13:30:00+00:00,162.69,163.25,161.87,161.97,471029,6124,162.460673
23241,2023-04-24 13:45:00+00:00,161.98,162.53,161.97,162.51,187881,5887,162.321896
23242,2023-04-24 14:00:00+00:00,162.54,163.02,162.52,162.885,196716,6057,162.852948
23243,2023-04-24 14:15:00+00:00,162.88,162.96,162.7,162.92,202331,5707,162.850582
23244,2023-04-24 14:30:00+00:00,162.89,162.97,162.8,162.9,219605,4292,162.890511
23245,2023-04-24 14:45:00+00:00,162.9178,163.3,162.9178,163.09,155671,2934,163.15726
23246,2023-04-24 15:00:00+00:00,163.09,163.22,162.972,163.22,111177,2182,163.059413
23247,2023-04-24 15:15:00+00:00,163.22,163.46,163.22,163.3,124342,2386,163.314778
23248,2023-04-24 15:30:00+00:00,163.3,163.37,163.18,163.31,91873,2196,163.278504
23249,2023-04-24 15:45:00+00:00,163.31,163.4218,163.2944,163.35,83137,1875,163.355904
23250,2023-04-24 16:00:00+00:00,163.35,163.43,163.21,163.295,113355,2351,163.319197
23251,2023-04-24 16:15:00+00:00,163.29,163.72,163.29,163.69,172200,2908,163.471369
23252,2023-04-24 16:30:00+00:00,163.685,163.72,163.63,163.68,93488,1836,163.667653
23253,2023-04-24 16:45:00+00:00,163.68,163.74,163.54,163.545,120023,2322,163.671552
23254,2023-04-24 17:00:00+00:00,163.54,163.54,163.3517,163.375,109430,1865,163.467323
23255,2023-04-24 17:15:00+00:00,163.37,163.4303,163.3,163.42,84217,1539,163.361126
23256,2023-04-24 17:30:00+00:00,163.43,163.45,163.3,163.355,110739,1734,163.359182
23257,2023-04-24 17:45:00+00:00,163.35,163.41,163.34,163.395,107657,1931,163.378317
23258,2023-04-24 18:00:00+00:00,163.395,163.49,163.39,163.46,129986,2233,163.43869
23259,2023-04-24 18:15:00+00:00,163.475,163.51,163.39,163.46,119583,2221,163.458574
23260,2023-04-24 18:30:00+00:00,163.47,163.5291,163.45,163.475,136151,2435,163.479359
23261,2023-04-24 18:45:00+00:00,163.47,163.47,163.32,163.4,148866,2361,163.380152
23262,2023-04-24 19:00:00+00:00,163.42,163.58,163.418,163.57,135844,2473,163.497788
23263,2023-04-24 19:15:00+00:00,163.56,163.67,163.55,163.64,168021,2774,163.620576
23264,2023-04-24 19:30:00+00:00,163.64,163.675,163.55,163.59,178698,3299,163.614155
23265,2023-04-24 19:45:00+00:00,163.59,163.805,163.56,163.69,700834,9000,163.716677
23266,2023-04-24 20:00:00+00:00,163.68,163.68,163.68,163.68,763173,68,163.679998
23267,2023-04-24 20:15:00+00:00,163.68,163.8899,163.68,163.8899,2162,4,163.688695
23268,2023-04-24 20:30:00+00:00,163.8899,163.8899,163.63,163.63,213,5,163.755094
23269,2023-04-24 20:45:00+00:00,163.6305,163.6305,163.6305,163.6305,831,4,163.633808
23270,2023-04-24 21:15:00+00:00,163.89,163.89,163.89,163.89,500,1,163.89
23271,2023-04-24 21:45:00+00:00,163.68,163.68,163.68,163.68,4526,1,163.68
23272,2023-04-24 22:30:00+00:00,163.68,163.68,163.68,163.68,28,2,163.501786
23273,2023-04-25 11:00:00+00:00,163.32,164.4,163.32,164.4,1118,34,163.937057
23274,2023-04-25 11:15:00+00:00,163.7,163.7,163.7,163.7,802,27,163.666172
23275,2023-04-25 13:00:00+00:00,163.88,163.9,163.88,163.9,238,7,163.879622
23276,2023-04-25 13:15:00+00:00,163.71,164.4,163.71,164.4,3048,77,164.157536
23277,2023-04-25 13:30:00+00:00,164.31,164.84,164.155,164.29,350846,4196,164.462692
23278,2023-04-25 13:45:00+00:00,164.3,164.73,164.28,164.71,131370,5127,164.521096
23279,2023-04-25 14:00:00+00:00,164.7,164.86,164.4801,164.51,171044,5245,164.664442
23280,2023-04-25 14:15:00+00:00,164.525,164.74,164.35,164.51,151327,3354,164.540441
23281,2023-04-25 14:30:00+00:00,164.52,164.7799,164.38,164.73,173590,3089,164.561763
23282,2023-04-25 14:45:00+00:00,164.75,164.95,164.68,164.9,223757,3036,164.833147
23283,2023-04-25 15:00:00+00:00,164.92,165.145,164.84,165.0,204524,3168,165.001735
23284,2023-04-25 15:15:00+00:00,165.0,165.18,164.88,164.95,189096,3016,165.000878
23285,2023-04-25 15:30:00+00:00,164.94,165.02,164.51,165.01,237406,3997,164.744157
23286,2023-04-25 15:45:00+00:00,165.02,165.09,164.83,165.07,137356,2375,164.977614
23287,2023-04-25 16:00:00+00:00,165.05,165.25,164.99,165.22,197561,2578,165.077904
23288,2023-04-25 16:15:00+00:00,165.21,165.27,165.0,165.12,122758,2451,165.13223
23289,2023-04-25 16:30:00+00:00,165.11,165.17,164.99,165.15,99063,1882,165.078954
23290,2023-04-25 16:45:00+00:00,165.15,165.22,165.06,165.06,81942,1799,165.143714
23291,2023-04-25 17:00:00+00:00,165.0599,165.1,164.94,164.94,86515,1741,165.028723
23292,2023-04-25 17:15:00+00:00,164.94,164.96,164.76,164.92,190465,2983,164.87733
23293,2023-04-25 17:30:00+00:00,164.89,165.01,164.8,165.0,139282,2375,164.908588
23294,2023-04-25 17:45:00+00:00,165.02,165.04,164.89,164.98,128864,2242,164.960228
23295,2023-04-25 18:00:00+00:00,164.97,165.0,164.825,164.9,190363,3038,164.910167
23296,2023-04-25 18:15:00+00:00,164.9,165.04,164.89,165.04,129699,2424,164.958839
23297,2023-04-25 18:30:00+00:00,165.01,165.03,164.86,164.9,152599,2495,164.964216
